,Unnamed: 0,name,artist,genre,artist popularity,song popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,country
477,27,"ADICTO (feat. Best, Bayriton)",Jairo Vera,"['mambo chileno', 'urbano chileno', 'urbano latino']",68,72,0.627,0.56,7,-10.006,1,0.0521,0.149,0.0922,0.719,177.899,Chile
478,28,Besos Moja2,Wisin & Yandel,"['electro latino', 'latin hip hop', 'reggaeton', 'urbano latino']",83,82,0.736,0.727,5,-4.642,0,0.0571,0.0584,0.0976,0.644,94.048,Chile
479,29,Moscow Mule,Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",100,91,0.804,0.674,5,-5.453,0,0.0333,0.294,0.115,0.292,99.968,Chile
480,30,Tití Me Preguntó,Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",100,94,0.65,0.715,5,-5.198,0,0.253,0.0993,0.126,0.187,106.672,Chile
481,31,Fiera,Cris Mj,"['mambo chileno', 'urbano chileno', 'urbano latino']",81,66,0.821,0.768,0,-4.376,1,0.0454,0.124,0.0674,0.882,91.997,Chile
482,32,Neverita,Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",100,91,0.876,0.498,10,-7.511,1,0.0478,0.0706,0.143,0.428,122.016,Chile
483,33,CAIRO,KAROL G,"['reggaeton', 'reggaeton colombiano', 'urbano latino']",87,88,0.951,0.692,5,-4.038,0,0.312,0.472,0.0894,0.431,115.047,Chile
484,34,PUNTO 40,Rauw Alejandro,"['puerto rican pop', 'trap latino', 'urbano latino']",91,80,0.857,0.829,0,-0.484,1,0.0842,0.00112,0.255,0.208,106.993,Chile
485,35,Muñeca,Marcianeke,"['reggaeton chileno', 'urbano chileno']",72,65,0.908,0.717,0,-6.161,1,0.132,0.0934,0.166,0.62,96.173,Chile
486,36,ULTRA SOLO REMIX,Polimá Westcoast,"['trap chileno', 'trap triste', 'urbano chileno', 'urbano latino']",78,84,0.909,0.824,1,-4.627,1,0.0797,0.0777,0.0638,0.585,109.97,Chile
487,37,DESPECHÁ,ROSALÍA,['r&b en espanol'],86,86,0.914,0.622,7,-6.538,1,0.0892,0.146,0.0632,0.77,130.04,Chile
488,38,Normal,Feid,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'urbano latino']",91,83,0.709,0.56,4,-4.867,0,0.171,0.034,0.315,0.541,170.082,Chile
489,39,LA TERAPIA,Young Cister,"['trap chileno', 'urbano chileno', 'urbano latino']",72,73,0.811,0.889,11,-4.5,1,0.0617,0.171,0.134,0.87,94.005,Chile
490,40,Malibu,Feid,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'urbano latino']",91,76,0.767,0.692,10,-6.269,0,0.0653,0.0223,0.0585,0.245,110.021,Chile
491,41,Me Arrepentí,Ak4:20,"['urbano chileno', 'urbano latino']",70,73,0.861,0.786,0,-4.934,1,0.164,0.289,0.601,0.907,92.031,Chile
492,42,Síntomas de Soltera,Paloma Mami,"['latin pop', 'reggaeton chileno', 'trap chileno']",71,70,0.72,0.811,1,-6.715,1,0.303,0.0975,0.103,0.757,199.914,Chile
493,43,Monotonía,Shakira,"['colombian pop', 'dance pop', 'latin pop']",87,91,0.873,0.695,0,-4.207,0,0.0459,0.419,0.211,0.823,131.963,Chile
494,44,Una Noche en Medellín,Cris Mj,"['mambo chileno', 'urbano chileno', 'urbano latino']",81,86,0.87,0.548,10,-5.253,0,0.077,0.0924,0.0534,0.832,96.018,Chile
495,45,V16,Martinwhite,[],60,76,0.795,0.858,11,-4.302,0,0.0687,0.0151,0.0706,0.798,103.939,Chile
496,46,Sin Seguro,Cris Mj,"['mambo chileno', 'urbano chileno', 'urbano latino']",81,71,0.826,0.793,1,-4.808,1,0.0432,0.00361,0.0836,0.308,97.005,Chile
497,47,Salimos Del Tarro,Nickoog Clk,"['mambo chileno', 'urbano chileno']",74,70,0.805,0.48,5,-8.971,1,0.0465,0.328,0.0653,0.345,98.039,Chile
498,48,Caminemos de la Mano,Pailita,"['drill chileno', 'urbano chileno', 'urbano latino']",78,71,0.735,0.752,1,-5.138,1,0.0855,0.318,0.331,0.647,92.915,Chile
499,49,LA INOCENTE,Mora,"['trap latino', 'urbano latino']",86,87,0.757,0.789,5,-3.46,0,0.0583,0.307,0.0717,0.464,91.911,Chile
500,0,Alo Aleky,Mohammed Saeed,"['egyptian alternative', 'egyptian pop']",58,67,0.671,0.41,7,-8.192,0,0.183,0.921,0.102,0.51,165.955,Egypt
501,1,البخت,Wegz,"['egyptian hip hop', 'egyptian trap']",61,66,0.78,0.59,3,-7.77,0,0.132,0.487,0.115,0.66,104.977,Egypt
502,2,Aleb Fel Dafater,Muslim - مُسلِم,['egyptian alternative'],57,51,0.393,0.5,3,-9.22,0,0.14,0.53,0.171,0.367,81.882,Egypt
503,3,عره فافي عامل مغامر - بت انتي حب حياتي,Essam Sasa,"['egyptian pop', 'mahraganat']",58,61,0.579,0.9,0,-2.534,0,0.158,0.435,0.365,0.741,186.088,Egypt
504,4,Amira,Wegz,"['egyptian hip hop', 'egyptian trap']",61,63,0.755,0.594,6,-7.316,0,0.0422,0.12,0.0666,0.629,117.948,Egypt
505,5,Brazil,Afroto,"['egyptian hip hop', 'egyptian trap']",54,62,0.947,0.732,9,-5.764,1,0.355,0.15,0.134,0.673,120.083,Egypt
506,6,بأمارة مين,Farid,[],48,64,0.686,0.66,0,-5.947,0,0.0291,0.47,0.206,0.727,135.984,Egypt
507,7,Etnaset,Muslim - مُسلِم,['egyptian alternative'],57,63,0.444,0.5,1,-7.706,0,0.0666,0.804,0.108,0.271,147.757,Egypt
508,8,Stop - Magnolia,Husayn,"['egyptian hip hop', 'egyptian trap']",48,59,0.747,0.465,1,-14.081,1,0.355,0.612,0.113,0.616,143.068,Egypt
509,9,MESAMA3EEN,FL EX,['egyptian trap'],54,53,0.738,0.705,4,-9.055,0,0.213,0.481,0.257,0.668,140.957,Egypt
510,10,Konty 2olely,Mohammed Saeed,"['egyptian alternative', 'egyptian pop']",58,59,0.671,0.248,5,-14.674,0,0.143,0.936,0.115,0.396,140.033,Egypt
511,11,El Youm El Helw Dah,Ahmed Saad,"['arab pop', 'egyptian pop', 'shaabi']",58,63,0.816,0.669,5,-5.336,0,0.0576,0.126,0.119,0.668,120.021,Egypt
512,12,اه يا بخته اللي يزاملني ( روح بقلبك مش بجسمك ),Essam Sasa,"['egyptian pop', 'mahraganat']",58,53,0.689,0.906,9,-1.916,1,0.0886,0.484,0.335,0.667,98.007,Egypt
513,13,On Fire,3enba,['mahraganat'],52,58,0.793,0.809,4,-2.463,0,0.286,0.189,0.0439,0.701,98.887,Egypt
514,14,حدوته المانى,Marwan Moussa,"['egyptian hip hop', 'egyptian trap']",59,59,0.717,0.598,0,-10.042,1,0.17,0.413,0.148,0.699,107.0,Egypt
515,15,جوب,Muslim,[],46,57,0.811,0.868,8,-8.457,1,0.18,0.168,0.135,0.779,99.976,Egypt
516,16,وسط دموع وجراح,Essam Sasa,"['egyptian pop', 'mahraganat']",58,57,0.805,0.78,11,-3.463,0,0.0764,0.498,0.526,0.813,109.984,Egypt
517,17,Mesh Nadman,Muslim - مُسلِم,['egyptian alternative'],57,59,0.566,0.332,10,-11.366,1,0.0658,0.769,0.0806,0.322,88.957,Egypt
518,18,EZZ AL ARAB (Music from the FIFA World Cup Qatar 2022 Official Soundtrack),Wegz,"['egyptian hip hop', 'egyptian trap']",61,57,0.708,0.925,6,-5.211,0,0.135,0.0719,0.124,0.541,128.013,Egypt
519,19,Basrah w Atooh,Cairokee,"['arab alternative', 'egyptian alternative', 'egyptian hip hop', 'egyptian pop']",58,59,0.74,0.507,3,-8.764,0,0.118,0.373,0.239,0.551,103.993,Egypt
520,20,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,['rap'],92,94,0.715,0.62,1,-6.005,0,0.0484,0.417,0.0822,0.172,97.95,Egypt
521,21,Ghasb Anny,Zap Tharwat,"['egyptian alternative', 'egyptian hip hop']",43,58,0.365,0.421,6,-10.082,0,0.0655,0.36,0.0709,0.201,179.516,Egypt
522,22,LOGAN,FL EX,['egyptian trap'],54,57,0.652,0.558,11,-10.376,0,0.401,0.509,0.362,0.587,139.899,Egypt
523,23,W El 7al Eh,Mohammed Saeed,"['egyptian alternative', 'egyptian pop']",58,46,0.643,0.269,6,-12.285,0,0.184,0.918,0.0903,0.541,166.081,Egypt
524,24,Kill Bill,SZA,"['pop', 'r&b']",94,87,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.161,0.418,88.98,Egypt
525,25,Aloomek,Marwan Moussa,"['egyptian hip hop', 'egyptian trap']",59,57,0.84,0.327,6,-11.83,0,0.306,0.651,0.105,0.367,137.96,Egypt
526,26,Khamsa,Wingii,['egyptian trap'],46,57,0.805,0.666,7,-10.741,1,0.36,0.3,0.613,0.502,142.974,Egypt
527,27,بطل عالم,Marwan Moussa,"['egyptian hip hop', 'egyptian trap']",59,59,0.879,0.505,10,-6.658,1,0.0636,0.193,0.0894,0.71,110.991,Egypt
528,28,لِلّي,Mohamed Mounir,"['arab pop', 'classic arab pop', 'egyptian pop']",50,58,0.741,0.819,7,-5.189,0,0.0708,0.104,0.427,0.86,92.332,Egypt
529,29,James Dean,Cairokee,"['arab alternative', 'egyptian alternative', 'egyptian hip hop', 'egyptian pop']",58,56,0.795,0.669,11,-7.434,0,0.0315,0.124,0.188,0.54,113.982,Egypt
530,30,Ta3ala Adalla3ak,Bahaa Sultan,"['arab pop', 'egyptian pop']",51,58,0.763,0.863,10,-4.395,1,0.0451,0.651,0.0815,0.9,123.911,Egypt
531,31,Unholy (feat. Kim Petras),Sam Smith,"['dance pop', 'pop', 'uk pop']",89,98,0.714,0.472,2,-7.375,1,0.0864,0.013,0.266,0.238,131.121,Egypt
532,32,Kan Fi Sora,Abyusif,"['egyptian hip hop', 'egyptian pop', 'egyptian trap']",53,51,0.391,0.385,1,-8.666,1,0.0399,0.458,0.105,0.0986,193.7,Egypt
533,33,Wasa3 Wasa3,Ahmed Saad,"['arab pop', 'egyptian pop', 'shaabi']",58,62,0.762,0.837,9,-5.891,0,0.215,0.344,0.0909,0.497,136.825,Egypt
534,34,Mehtag L Wogodk,Mohammed Saeed,"['egyptian alternative', 'egyptian pop']",58,56,0.789,0.464,6,-10.149,0,0.0752,0.957,0.132,0.339,130.006,Egypt
535,35,Another Love,Tom Odell,"['chill pop', 'pop']",80,66,0.442,0.538,4,-8.55,0,0.0451,0.717,0.09,0.139,122.758,Egypt
536,36,Abl Mawsalek,Muslim - مُسلِم,['egyptian alternative'],57,56,0.438,0.323,4,-10.903,0,0.0406,0.749,0.106,0.329,115.627,Egypt
537,37,Dawly,El Waili,"['egyptian hip hop', 'egyptian trap']",49,56,0.854,0.367,3,-14.477,0,0.328,0.421,0.0903,0.349,99.98,Egypt
538,38,Ahmed Santa,Ahmed Santa,['egyptian hip hop'],43,55,0.883,0.675,9,-6.919,1,0.234,0.05,0.108,0.658,139.945,Egypt
539,39,Min Awel Dekika,Elissa,"['arab pop', 'lebanese pop']",55,63,0.468,0.544,3,-6.755,0,0.0413,0.554,0.0864,0.296,72.957,Egypt
540,40,EL HALAL,Marwan Pablo,"['egyptian hip hop', 'egyptian trap']",56,56,0.683,0.816,11,-5.178,0,0.0425,0.0113,0.107,0.269,121.001,Egypt
541,41,هدي في قلبك طلقه ( لو عوزت تكلمني ),Essam Sasa,"['egyptian pop', 'mahraganat']",58,54,0.715,0.913,5,-2.315,0,0.0559,0.593,0.134,0.8,105.018,Egypt
542,42,Eish'ha B Afia,Hassan El Shafei,"['egyptian alternative', 'egyptian pop']",42,57,0.766,0.841,11,-3.02,1,0.188,0.51,0.148,0.64,94.993,Egypt
543,43,MAWAWEL,Mousv,"['egyptian hip hop', 'egyptian trap']",48,40,0.496,0.691,11,-8.775,0,0.033,0.0408,0.181,0.159,138.05,Egypt
544,44,Aleky Eyoun,Ahmed Saad,"['arab pop', 'egyptian pop', 'shaabi']",58,60,0.695,0.391,10,-9.77,0,0.0441,0.734,0.14,0.355,117.948,Egypt
545,45,Ana Negm,Cairokee,"['arab alternative', 'egyptian alternative', 'egyptian hip hop', 'egyptian pop']",58,57,0.68,0.487,6,-9.639,0,0.0415,0.767,0.133,0.26,91.966,Egypt
546,46,سكرتي,Wegz,"['egyptian hip hop', 'egyptian trap']",61,56,0.769,0.503,2,-10.117,0,0.348,0.647,0.115,0.371,140.094,Egypt
547,47,Mabahrbsh,Muslim - مُسلِم,['egyptian alternative'],57,55,0.401,0.36,1,-9.901,0,0.052,0.673,0.0967,0.319,100.923,Egypt
548,48,Ana Ghaltan,Bahaa Sultan,"['arab pop', 'egyptian pop']",51,55,0.518,0.713,4,-7.644,0,0.0565,0.393,0.118,0.487,87.807,Egypt
549,49,Calm Down (with Selena Gomez),Rema,['nigerian pop'],81,93,0.801,0.806,11,-5.206,1,0.0381,0.382,0.114,0.802,106.999,Egypt
550,0,Ngeke,Big Nuz,"['afro soul', 'kwaito', 'south african house', 'south african pop']",46,49,0.831,0.818,1,-6.379,0,0.038,0.00756,0.239,0.775,127.013,South Africa
551,1,Mina Nawe,Soa mattrix,"['afro soul', 'south african pop']",46,63,0.875,0.871,5,-10.757,0,0.0458,0.0202,0.146,0.779,112.006,South Africa
552,2,SETE (feat. Young Stunna & Blxckie),K.O,"['afro soul', 'kasi rap', 'south african hip hop', 'south african pop', 'south african trap']",53,59,0.797,0.627,4,-7.096,0,0.0698,0.183,0.156,0.606,96.019,South Africa
553,3,"Ba Straata (feat. 2woshort, Stompiiey, ShaunMusiQ, Ftears & Madumane)",DJ Maphorisa,"['afro soul', 'amapiano', 'south african pop']",63,52,0.851,0.516,9,-12.79,1,0.0706,0.167,0.0861,0.365,112.013,South Africa
554,4,"Tobetsa Remake (feat. Focalistic, Daliwonga, ShaunMusiq & Ftears)",Myztro,['amapiano'],52,58,0.793,0.497,4,-10.816,1,0.0921,0.0116,0.0788,0.543,113.001,South Africa
555,5,Fatela,Aymos,"['afro soul', 'amapiano', 'south african pop']",53,59,0.875,0.36,1,-14.033,1,0.106,0.0139,0.103,0.407,112.013,South Africa
556,6,Kill Bill,SZA,"['pop', 'r&b']",94,87,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.161,0.418,88.98,South Africa
557,7,ZoTata (feat. Mr JazziQ),Pcee,[],40,56,0.873,0.628,4,-9.516,0,0.0828,0.0308,0.166,0.387,111.998,South Africa
558,8,Tobetsa,Myztro,['amapiano'],52,62,0.791,0.514,4,-11.384,1,0.0841,0.00194,0.0802,0.458,112.99,South Africa
559,9,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,['rap'],92,94,0.715,0.62,1,-6.005,0,0.0484,0.417,0.0822,0.172,97.95,South Africa
560,10,Sengizwile (feat. Aymos & Young Stunna),Mas Musiq,"['afro soul', 'south african pop']",52,61,0.813,0.632,3,-9.723,0,0.0482,0.0283,0.137,0.777,112.044,South Africa
561,11,Rich Flex,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",97,95,0.561,0.52,11,-9.342,0,0.244,0.0503,0.355,0.424,153.15,South Africa
562,12,Under The Influence,Chris Brown,"['dance pop', 'r&b']",89,94,0.733,0.69,9,-5.529,0,0.0427,0.0635,0.105,0.31,116.992,South Africa
563,13,Last Last,Burna Boy,"['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop']",81,80,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0802,0.55,87.925,South Africa
564,14,Fool Me,Kelvin Momo,"['afro soul', 'amapiano']",59,59,0.864,0.425,8,-18.824,1,0.102,0.0433,0.196,0.44,110.997,South Africa
565,15,Stimela,2Point1,[],31,44,0.799,0.622,8,-8.008,1,0.0677,0.00617,0.346,0.785,113.002,South Africa
566,16,Calm Down (with Selena Gomez),Rema,['nigerian pop'],81,93,0.801,0.806,11,-5.206,1,0.0381,0.382,0.114,0.802,106.999,South Africa
567,17,Sukakude,Kelvin Momo,"['afro soul', 'amapiano']",59,57,0.879,0.435,5,-17.619,0,0.0716,0.0551,0.0822,0.261,111.976,South Africa
568,18,Unholy (feat. Kim Petras),Sam Smith,"['dance pop', 'pop', 'uk pop']",89,98,0.714,0.472,2,-7.375,1,0.0864,0.013,0.266,0.238,131.121,South Africa
569,19,Pele Pele,Ch'cco,['amapiano'],49,61,0.888,0.451,2,-9.957,1,0.0718,0.0079,0.0615,0.399,112.002,South Africa
570,20,Hamba Wena,Deep London,[],49,63,0.861,0.598,7,-11.155,1,0.0665,0.00483,0.0306,0.417,113.006,South Africa
571,21,AYE KUWA (feat. CK THE DJ),King Monada,"['afro soul', 'bolobedu house', 'south african pop']",48,55,0.87,0.788,1,-5.483,1,0.0318,0.0571,0.0401,0.592,112.977,South Africa
572,22,I'm Good (Blue),David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",89,96,0.561,0.965,7,-3.673,0,0.0343,0.00383,0.371,0.304,128.04,South Africa
573,23,"Xola (feat. Nobuhle, Ze2 & Young Stunna)",Kabza De Small,"['afro soul', 'amapiano']",63,58,0.782,0.748,6,-7.331,0,0.0366,0.0584,0.133,0.384,113.027,South Africa
574,24,Nkantin,MacG,['afro soul'],44,47,0.83,0.803,0,-10.076,0,0.0631,0.103,0.0879,0.437,112.005,South Africa
575,25,Made You Look,Meghan Trainor,"['dance pop', 'hip pop', 'pop']",86,94,0.838,0.525,10,-3.562,1,0.0665,0.345,0.0771,0.884,144.981,South Africa
576,26,Rush,Ayra Starr,[],71,70,0.792,0.503,1,-8.044,1,0.0626,0.0369,0.0959,0.381,99.97,South Africa
577,27,Crazy Vibez,Luxury SA,[],43,58,0.817,0.596,5,-11.92,0,0.131,0.0588,0.067,0.328,116.011,South Africa
578,28,Waga Bietjie,Pabi Cooper,['amapiano'],49,56,0.838,0.438,1,-11.885,1,0.104,0.00382,0.0602,0.404,112.003,South Africa
579,29,WAIT FOR U (feat. Drake & Tems),Future,"['atl hip hop', 'rap', 'southern hip hop', 'trap']",90,87,0.463,0.642,1,-4.474,1,0.34,0.314,0.0686,0.339,83.389,South Africa
580,30,I Ain't Worried,OneRepublic,"['piano rock', 'pop']",85,94,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.0546,0.825,139.994,South Africa
581,31,Khusela (feat. Msaki),Kabza De Small,"['afro soul', 'amapiano']",63,54,0.755,0.811,11,-8.731,0,0.0413,0.129,0.0826,0.219,113.009,South Africa
582,32,CUFF IT,Beyoncé,"['dance pop', 'pop', 'r&b']",87,92,0.78,0.689,7,-5.668,1,0.141,0.0368,0.0698,0.642,115.042,South Africa
583,33,Thokoza,Sam Deep,['amapiano'],45,45,0.849,0.415,7,-18.836,0,0.0896,0.0437,0.112,0.572,113.003,South Africa
584,34,As It Was,Harry Styles,['pop'],90,92,0.52,0.731,6,-5.338,0,0.0557,0.342,0.311,0.662,173.93,South Africa
585,35,Ncebeleka,TOSS,[],49,58,0.83,0.599,10,-10.883,0,0.07,0.0769,0.0898,0.629,112.025,South Africa
586,36,Sure Thing,Miguel,"['dance pop', 'pop', 'r&b', 'urban contemporary']",80,87,0.684,0.607,11,-8.127,0,0.1,0.0267,0.191,0.498,81.001,South Africa
587,37,For My Hand (feat. Ed Sheeran),Burna Boy,"['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop']",81,81,0.87,0.479,9,-7.779,1,0.165,0.161,0.209,0.717,104.059,South Africa
588,38,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",90,77,0.247,0.299,9,-6.083,1,0.0315,0.899,0.131,0.172,177.115,South Africa
589,39,Calm Down,Rema,['nigerian pop'],81,80,0.814,0.789,11,-6.29,1,0.0405,0.365,0.137,0.842,107.003,South Africa
590,40,Anti-Hero,Taylor Swift,['pop'],99,96,0.637,0.643,4,-6.571,1,0.0519,0.13,0.142,0.533,97.008,South Africa
591,41,Nobody Gets Me,SZA,"['pop', 'r&b']",94,91,0.358,0.284,7,-8.285,1,0.0285,0.805,0.183,0.276,99.796,South Africa
592,42,Lemons (Lemonade),AKA,"['afro soul', 'kasi rap', 'south african hip hop', 'south african pop']",49,60,0.767,0.525,0,-10.225,1,0.232,0.0386,0.0951,0.478,98.101,South Africa
593,43,Kancane,Konke,[],45,58,0.801,0.671,1,-11.076,1,0.0457,0.129,0.061,0.84,113.024,South Africa
594,44,People,Libianca,[],55,64,0.573,0.422,10,-7.621,0,0.0678,0.551,0.102,0.693,124.357,South Africa
595,45,Piano Ngijabulise,Deep London,[],49,55,0.835,0.454,8,-10.67,0,0.0628,0.0141,0.0241,0.433,112.01,South Africa
596,46,Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin,['rap'],92,88,0.526,0.606,5,-5.3,0,0.259,0.152,0.194,0.492,116.622,South Africa
597,47,Heat Waves,Glass Animals,"['gauze pop', 'indietronica', 'shiver pop']",79,87,0.761,0.525,11,-6.9,1,0.0944,0.44,0.0921,0.531,80.87,South Africa
598,48,Just Wanna Rock,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",87,90,0.486,0.545,11,-7.924,1,0.0336,0.0652,0.0642,0.0385,150.187,South Africa
599,49,Where Are You Now,Lost Frequencies,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",77,87,0.671,0.636,6,-8.117,0,0.103,0.515,0.172,0.262,120.966,South Africa
600,0,Bem Doce,Preto Show,"['hip hop tuga', 'kizomba', 'musica angolana', 'rap angolano']",39,39,0.612,0.587,7,-5.754,0,0.291,0.153,0.0558,0.649,200.178,Angola
601,1,Tratar Bem,Anselmo Ralph,"['kizomba', 'musica angolana', 'portuguese pop', 'semba']",51,45,0.657,0.51,5,-5.258,0,0.312,0.628,0.121,0.671,167.907,Angola
602,2,Como Antes,Matias Damásio,"['kizomba', 'musica angolana', 'portuguese pop', 'semba']",51,62,0.574,0.776,2,-5.288,0,0.0491,0.392,0.211,0.516,171.932,Angola
603,3,Spadja Pé,Neyna,"['kizomba', 'kizomba cabo-verdiana']",42,39,0.626,0.758,2,-6.446,1,0.161,0.037,0.111,0.407,190.041,Angola
604,4,Calm Down,Rema,['nigerian pop'],81,84,0.811,0.781,11,-6.333,1,0.0428,0.376,0.121,0.824,107.007,Angola
605,5,AVÉ,Djodje,"['kizomba', 'musica santomense', 'portuguese pop']",50,47,0.575,0.722,9,-7.172,0,0.211,0.0288,0.189,0.621,184.117,Angola
606,6,Trompete,Soraia Ramos,"['kizomba', 'portuguese pop']",50,49,0.715,0.711,1,-8.262,0,0.226,0.203,0.439,0.674,115.023,Angola
607,7,Versos & Poesias #4: Céu Azul,Dj Black Spygo,['trap angolano'],38,1,0.736,0.71,0,-5.025,0,0.229,0.541,0.11,0.787,95.222,Angola
608,8,Collabo,June Freedom,['kizomba'],56,62,0.725,0.444,6,-9.704,0,0.133,0.56,0.124,0.821,91.992,Angola
609,9,BKBN,Soraia Ramos,"['kizomba', 'portuguese pop']",50,46,0.695,0.691,1,-6.113,1,0.113,0.524,0.683,0.769,97.548,Angola
610,10,Brabo,Brada,[],24,29,0.876,0.688,2,-6.881,1,0.0825,0.000909,0.038,0.41,125.965,Angola
611,11,Ka nu komplika,Ricky Man,['kizomba cabo-verdiana'],23,30,0.793,0.524,2,-8.254,0,0.0633,0.223,0.0858,0.484,95.031,Angola
612,12,Clima,Landrick,"['kizomba', 'musica angolana']",43,44,0.569,0.762,1,-4.697,1,0.237,0.21,0.0657,0.81,191.976,Angola
613,13,Paké,Loony Johnson,"['kizomba', 'kizomba cabo-verdiana', 'zouk']",44,37,0.769,0.634,0,-6.472,1,0.137,0.0843,0.229,0.517,93.031,Angola
614,14,Repite,Tony Fika,['funana'],29,31,0.591,0.675,5,-8.558,1,0.0388,0.123,0.126,0.383,94.009,Angola
615,15,Toda Hora,Brada,[],24,26,0.832,0.806,11,-7.058,0,0.186,0.0137,0.0548,0.46,125.971,Angola
616,16,GOD MODE,Mizzy Miles,['hip hop tuga'],51,42,0.542,0.66,0,-5.606,0,0.297,0.421,0.12,0.563,135.36,Angola
617,17,Como Se Te Fosse Perder,Anselmo Ralph,"['kizomba', 'musica angolana', 'portuguese pop', 'semba']",51,51,0.611,0.445,1,-10.903,1,0.0464,0.597,0.107,0.288,135.949,Angola
618,18,My Queen,Helio Baiano,[],33,47,0.65,0.493,7,-4.9,1,0.36,0.169,0.0802,0.568,179.888,Angola
619,19,Bater (Afrotrap Freestyle),Sean P,[],26,13,0.859,0.844,11,-6.943,1,0.286,0.16,0.0677,0.402,95.985,Angola
620,20,Cuidar de Mim,Messias Maricoa,"['kizomba', 'portuguese pop']",37,31,0.588,0.569,2,-10.361,1,0.0704,0.182,0.197,0.217,176.031,Angola
621,21,Relationship Goals,Prodigio,"['hip hop tuga', 'trap angolano']",43,40,0.678,0.809,11,-5.266,1,0.336,0.367,0.104,0.72,97.763,Angola
622,22,Manxeda,Djodje,"['kizomba', 'musica santomense', 'portuguese pop']",50,26,0.891,0.677,11,-6.544,0,0.0495,0.000737,0.0807,0.449,126.08,Angola
623,23,Tá Tipo,Sean P,[],26,15,0.911,0.856,3,-9.34,0,0.271,0.337,0.134,0.222,132.072,Angola
624,24,VIP,Aya Nakamura,"['basshall', 'francoton', 'pop urbaine']",70,67,0.889,0.436,5,-9.576,0,0.172,0.0485,0.106,0.411,92.998,Angola
625,25,Suleban,William Araujo,"['kizomba', 'kizomba cabo-verdiana', 'musica angolana']",36,46,0.764,0.524,10,-8.178,1,0.211,0.139,0.105,0.461,97.025,Angola
626,26,Mbappé - Afro Tropical,IVANN,['rap ivoire'],45,45,0.821,0.612,6,-7.123,1,0.191,0.374,0.119,0.698,119.918,Angola
627,27,My Boy,Brada,[],24,29,0.787,0.429,4,-11.967,0,0.0503,0.721,0.158,0.261,105.07,Angola
628,28,Não Vai Lá,Pérola,"['kizomba', 'musica angolana', 'semba']",41,35,0.736,0.623,8,-8.267,1,0.076,0.405,0.173,0.878,104.933,Angola
629,29,Sodadi Bo,Neyna,"['kizomba', 'kizomba cabo-verdiana']",42,38,0.741,0.705,0,-7.54,1,0.0803,0.315,0.0868,0.322,95.032,Angola
630,30,Tamu a Brilhar - Remix,CEF Tanzy,"['kizomba', 'musica angolana']",40,23,0.713,0.841,10,-3.607,0,0.424,0.172,0.111,0.571,139.305,Angola
631,31,Pecado,Brada,[],24,25,0.914,0.568,5,-7.134,0,0.0687,0.00293,0.0609,0.662,126.035,Angola
632,32,MR.AGENT,Dj Doraemon,[],19,12,0.924,0.747,2,-10.305,1,0.066,0.00145,0.0866,0.0509,129.999,Angola
633,33,Só Mais Uma Vez,Anselmo Ralph,"['kizomba', 'musica angolana', 'portuguese pop', 'semba']",51,30,0.718,0.646,4,-7.317,1,0.0564,0.47,0.123,0.514,95.051,Angola
634,34,Momentos,Kizomba da Boa,['kizomba'],29,33,0.527,0.72,7,-5.87,1,0.215,0.508,0.127,0.582,93.953,Angola
635,35,Medo,Brada,[],24,24,0.795,0.564,11,-7.418,1,0.15,0.000376,0.0659,0.168,126.015,Angola
636,36,Dança Pra Rir,KM-Beats,[],9,15,0.793,0.863,5,-2.917,0,0.299,0.13,0.136,0.575,131.877,Angola
637,37,Tudo de Novo,Eva Rapdiva,['rap angolano'],28,43,0.632,0.609,4,-5.998,0,0.201,0.0723,0.336,0.23,179.857,Angola
638,38,Poporó,Preto Show,"['hip hop tuga', 'kizomba', 'musica angolana', 'rap angolano']",39,0,0.777,0.712,11,-8.96,1,0.155,0.0402,0.11,0.574,140.973,Angola
639,39,Assume,Brada,[],24,26,0.542,0.569,8,-7.934,1,0.333,0.00175,0.0738,0.036,189.057,Angola
